province,age,sex,education,Vote,Vote_Liberal,Vote_Conservative,Voting_Interest,Vote_Prob,age_range
Quebec,74,A man,"Completed technical, community college, CEGEP, College Classique",Bloc Québécois,1,0,9,Certain to vote,70-79
Ontario,67,A man,Professional degree or doctorate,Don't know/ Prefer not to answer,0,0,10,Certain to vote,60-69
Quebec,38,A man,Bachelor's degree,Conservative Party,0,1,9,Certain to vote,30-39
Newfoundland and Labrador,48,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,1,Unlikely to vote,40-49
New Brunswick,57,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,50-59
Newfoundland and Labrador,33,A woman,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,30-39
Ontario,42,A man,Some secondary/ high school,ndp,1,1,8,Certain to vote,40-49
British Columbia,38,A man,Bachelor's degree,ndp,1,0,7,Certain to vote,30-39
Alberta,25,A man,Completed secondary/ high school,Conservative Party,0,1,0,Likely to vote,18-29
Ontario,62,A woman,Completed secondary/ high school,Conservative Party,0,1,NA,Certain to vote,60-69
Ontario,58,A man,Some university,Green Party,0,0,9,Certain to vote,50-59
Manitoba,57,A woman,Some secondary/ high school,Don't know/ Prefer not to answer,0,1,8,Certain to vote,50-59
Alberta,67,A man,Bachelor's degree,Liberal Party,1,0,5,Certain to vote,60-69
British Columbia,30,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,6,Certain to vote,30-39
Ontario,21,A man,Some university,ndp,0,0,4,Certain to vote,18-29
Prince Edward Island,65,A man,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,4,Certain to vote,60-69
Newfoundland and Labrador,53,A man,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,NA,Certain to vote,50-59
Quebec,78,A woman,Completed secondary/ high school,NA,NA,NA,3,Certain not to vote,70-79
Ontario,51,A man,Some secondary/ high school,Conservative Party,0,1,7,Likely to vote,50-59
Quebec,58,A woman,Bachelor's degree,Bloc Québécois,1,1,7,Certain to vote,50-59
Nova Scotia,78,A man,Bachelor's degree,Green Party,0,0,8,Certain to vote,70-79
Quebec,36,A man,Bachelor's degree,Liberal Party,1,0,8,Likely to vote,30-39
Quebec,28,A man,Completed secondary/ high school,NA,NA,NA,2,Certain not to vote,18-29
Ontario,69,A woman,Bachelor's degree,Green Party,0,0,NA,Certain to vote,60-69
British Columbia,29,A man,Bachelor's degree,Liberal Party,1,0,6,Likely to vote,18-29
Quebec,35,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,30-39
Ontario,56,A woman,Some university,NA,NA,NA,0,Unlikely to vote,50-59
Quebec,60,A woman,Some university,NA,NA,NA,8,Unlikely to vote,60-69
Ontario,59,A woman,Completed secondary/ high school,Green Party,1,1,6,Likely to vote,50-59
Ontario,39,A woman,Some secondary/ high school,Conservative Party,0,1,6,Certain to vote,30-39
Quebec,18,A man,Completed secondary/ high school,Green Party,1,1,9,Certain to vote,18-29
Nova Scotia,72,A man,Bachelor's degree,Conservative Party,0,1,6,Likely to vote,70-79
Nova Scotia,65,A man,Completed secondary/ high school,NA,NA,NA,0,Don't know/ Prefer not to answer,60-69
Ontario,65,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,60-69
Quebec,52,A man,Master's degree,ndp,1,0,4,Certain to vote,50-59
Alberta,36,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,6,Unlikely to vote,30-39
Quebec,21,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,3,Likely to vote,18-29
Ontario,89,A woman,Completed secondary/ high school,Conservative Party,0,1,6,Certain to vote,80-89
Ontario,19,A man,Completed elementary school,Liberal Party,1,0,9,Certain to vote,18-29
New Brunswick,20,A man,Some university,Green Party,0,0,3,Certain to vote,18-29
Ontario,33,A man,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,30-39
Ontario,59,A man,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,50-59
Ontario,43,A woman,"Some technical, community college, CEGEP, College Classique",ndp,0,0,7,Certain to vote,40-49
Ontario,35,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,7,Certain to vote,30-39
Ontario,60,A man,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,0,Unlikely to vote,60-69
Ontario,39,A woman,Master's degree,Conservative Party,0,1,6,Likely to vote,30-39
Ontario,70,A woman,Professional degree or doctorate,Conservative Party,0,1,9,Certain to vote,70-79
Ontario,28,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,5,Unlikely to vote,18-29
Ontario,65,A man,"Completed technical, community college, CEGEP, College Classique",ndp,1,0,10,Certain to vote,60-69
Alberta,31,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,30-39
Ontario,64,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,NA,Certain not to vote,60-69
Ontario,66,A woman,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,60-69
Quebec,23,A woman,Some secondary/ high school,Green Party,0,0,10,Certain to vote,18-29
Nova Scotia,32,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Likely to vote,30-39
Ontario,39,A woman,Master's degree,ndp,1,0,9,Certain to vote,30-39
New Brunswick,36,A man,Bachelor's degree,Green Party,1,0,8,Certain to vote,30-39
Saskatchewan,48,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,1,10,Certain to vote,40-49
Nova Scotia,82,A man,Bachelor's degree,Green Party,0,0,8,Certain to vote,80-89
Quebec,50,A man,Some university,Conservative Party,0,1,8,Certain to vote,50-59
New Brunswick,57,A woman,Some secondary/ high school,NA,NA,NA,7,Don't know/ Prefer not to answer,50-59
Ontario,50,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,1,Certain to vote,50-59
Manitoba,22,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,18-29
Quebec,40,A man,"Completed technical, community college, CEGEP, College Classique",Bloc Québécois,0,1,8,Certain to vote,40-49
Manitoba,31,A woman,Master's degree,Don't know/ Prefer not to answer,0,0,6,Certain to vote,30-39
Alberta,33,A man,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,30-39
Ontario,21,A man,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,18-29
Ontario,59,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,9,Certain to vote,50-59
British Columbia,45,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Likely to vote,40-49
Quebec,66,A woman,Professional degree or doctorate,Bloc Québécois,0,0,10,Certain to vote,60-69
Ontario,74,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,70-79
Quebec,59,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,50-59
Ontario,36,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,6,Likely to vote,30-39
Alberta,76,A woman,Completed secondary/ high school,Conservative Party,0,1,9,Certain to vote,70-79
Ontario,55,A woman,Some university,Don't know/ Prefer not to answer,0,0,9,Certain to vote,50-59
Saskatchewan,55,A man,Completed secondary/ high school,ndp,0,0,4,Certain to vote,50-59
Ontario,50,A woman,"Completed technical, community college, CEGEP, College Classique",Green Party,0,0,NA,Certain to vote,50-59
Quebec,42,A man,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,40-49
British Columbia,59,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,50-59
Quebec,41,A man,Master's degree,Bloc Québécois,0,0,6,Certain to vote,40-49
Ontario,61,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,60-69
Ontario,68,A man,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,60-69
British Columbia,29,A woman,Bachelor's degree,Conservative Party,0,1,6,Certain to vote,18-29
Ontario,46,A man,Master's degree,Conservative Party,0,1,8,Likely to vote,40-49
Alberta,67,A man,Some elementary school,NA,NA,NA,3,Unlikely to vote,60-69
Ontario,37,A woman,Professional degree or doctorate,Conservative Party,0,1,8,Certain to vote,30-39
Nova Scotia,37,A woman,Completed secondary/ high school,Green Party,0,0,1,Likely to vote,30-39
Quebec,31,A woman,Master's degree,Don't know/ Prefer not to answer,1,0,6,Certain to vote,30-39
British Columbia,61,A woman,Master's degree,Liberal Party,1,0,8,Certain to vote,60-69
British Columbia,75,A man,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,70-79
Ontario,26,A woman,Bachelor's degree,Liberal Party,1,0,NA,Certain to vote,18-29
Manitoba,35,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,NA,Likely to vote,30-39
Ontario,19,A woman,Completed secondary/ high school,ndp,0,0,8,Likely to vote,18-29
Quebec,52,A man,Some secondary/ high school,Conservative Party,0,1,10,Certain to vote,50-59
Ontario,38,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,30-39
Ontario,60,A woman,Some university,Liberal Party,1,0,9,Certain to vote,60-69
Ontario,55,A man,Master's degree,Conservative Party,0,1,10,Certain to vote,50-59
Quebec,32,A woman,Some university,NA,NA,NA,NA,Unlikely to vote,30-39
Ontario,71,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,70-79
Ontario,75,A man,Bachelor's degree,Green Party,0,0,10,Certain to vote,70-79
Ontario,27,A woman,Professional degree or doctorate,ndp,0,0,6,Likely to vote,18-29
Ontario,52,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,50-59
Quebec,61,A woman,Bachelor's degree,ndp,1,0,8,Certain to vote,60-69
Alberta,44,A woman,Some university,Don't know/ Prefer not to answer,0,0,7,Certain to vote,40-49
Quebec,80,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,6,Certain to vote,80-89
Alberta,77,A man,Some secondary/ high school,Conservative Party,0,1,10,Certain to vote,70-79
Alberta,35,A woman,Completed secondary/ high school,Green Party,0,0,8,Certain to vote,30-39
Quebec,50,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,1,Likely to vote,50-59
Quebec,62,A woman,Completed secondary/ high school,Liberal Party,1,0,8,Certain to vote,60-69
British Columbia,32,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,1,0,5,Likely to vote,30-39
Quebec,48,A man,Master's degree,Bloc Québécois,0,0,1,Certain to vote,40-49
British Columbia,32,A man,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,30-39
Newfoundland and Labrador,45,A woman,Professional degree or doctorate,ndp,1,1,8,Likely to vote,40-49
Quebec,68,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,60-69
Ontario,44,A woman,Completed secondary/ high school,Green Party,1,1,7,Certain to vote,40-49
Quebec,62,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,60-69
Nova Scotia,31,A man,Master's degree,Liberal Party,1,0,10,Likely to vote,30-39
Nova Scotia,63,A woman,Master's degree,Liberal Party,1,0,8,Certain to vote,60-69
British Columbia,48,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,40-49
Quebec,75,A man,Some university,Liberal Party,1,0,6,Certain to vote,70-79
Ontario,64,A woman,Some secondary/ high school,Liberal Party,1,0,7,Certain to vote,60-69
Quebec,73,A man,Master's degree,Bloc Québécois,0,0,8,Certain to vote,70-79
Nova Scotia,52,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,2,Certain to vote,50-59
Quebec,42,A woman,Master's degree,Green Party,1,0,2,Certain to vote,40-49
Ontario,63,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,60-69
Quebec,22,A woman,"Some technical, community college, CEGEP, College Classique",ndp,0,0,7,Certain to vote,18-29
Ontario,58,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,4,Likely to vote,50-59
Quebec,78,A man,Bachelor's degree,Don't know/ Prefer not to answer,1,0,10,Certain to vote,70-79
Quebec,34,A woman,Some secondary/ high school,Don't know/ Prefer not to answer,0,0,4,Likely to vote,30-39
Quebec,45,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,NA,Likely to vote,40-49
British Columbia,27,A woman,Bachelor's degree,Conservative Party,0,1,5,Certain to vote,18-29
Quebec,20,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Likely to vote,18-29
Ontario,43,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,1,0,NA,Certain to vote,40-49
Ontario,37,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,5,Certain to vote,30-39
Ontario,51,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,50-59
Quebec,60,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,6,Certain to vote,60-69
Quebec,20,A woman,"Some technical, community college, CEGEP, College Classique",ndp,1,0,8,Certain to vote,18-29
Alberta,73,A man,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,70-79
Ontario,56,A man,Professional degree or doctorate,Don't know/ Prefer not to answer,0,0,7,Certain to vote,50-59
Nova Scotia,47,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,40-49
Quebec,55,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,50-59
Alberta,25,A woman,Bachelor's degree,Green Party,1,0,NA,Certain to vote,18-29
Quebec,45,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,10,Certain to vote,40-49
Quebec,38,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,30-39
Quebec,56,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,50-59
Newfoundland and Labrador,49,A man,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,2,Likely to vote,40-49
Manitoba,45,A man,Some university,Conservative Party,0,1,2,Certain to vote,40-49
Nova Scotia,55,A woman,Some university,Liberal Party,1,0,10,Certain to vote,50-59
Nova Scotia,64,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,6,Certain to vote,60-69
Ontario,49,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Certain to vote,40-49
Ontario,54,A woman,Some secondary/ high school,Liberal Party,1,0,6,Certain to vote,50-59
New Brunswick,35,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,30-39
Ontario,28,A man,Bachelor's degree,Green Party,0,0,10,Certain to vote,18-29
Quebec,18,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,18-29
Quebec,33,A woman,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,30-39
Ontario,62,A woman,"Some technical, community college, CEGEP, College Classique",ndp,1,1,7,Certain to vote,60-69
British Columbia,44,A woman,Completed secondary/ high school,NA,NA,NA,3,Don't know/ Prefer not to answer,40-49
